Income,Age,Dependents,Loan_Repayment,Eating_Out,Entertainment,Healthcare,Rent,Groceries,Disposable_Income,Desired_Savings,probabilidade_risco,classificacao_binaria,nivel_risco
7321.134171054789,45,0,674.6892292186402,241.78385034908928,161.0635593494412,285.37442349159625,1464.2268342109578,959.0680672050128,2133.46683358506,498.7589190964218,0.01,0,Baixo
38879.40038115789,32,4,0.0,983.0521309106896,1420.9851230915183,1411.693638102104,7775.880076231578,4633.066829025493,13218.755268560326,2206.5477062783857,0.0,0,Baixo
22046.00832871537,60,2,2490.265351089499,821.0070540972289,894.4036104717753,671.8313943267904,4409.201665743074,2701.407677901129,4473.480141178643,1343.3492628380716,0.11,0,Baixo
17455.58721109517,46,4,0.0,365.7331652113435,382.1548317673081,821.5094200190389,5236.676163328551,2060.1405029257726,3743.511148093927,1066.1954728802343,0.0,0,Baixo
48937.227858527775,24,0,6173.577292623243,2342.8820046391465,2009.7411610242727,2284.26750010403,7340.584178779166,5099.505376790796,14153.3931444118,5504.303685828675,0.79,1,Alto
68442.70689898357,51,0,9243.34053481753,3298.8791698862933,2383.718096792871,2414.47550572775,13688.541379796714,8891.693000358082,15611.391983274138,9241.34306717163,0.86,1,Alto
63194.76572747071,49,2,0.0,3080.3973377594507,2395.131619053254,2341.207378559367,12638.953145494144,7662.303958206694,17787.994602066043,8238.998667094573,0.07,0,Baixo
15330.178905214852,19,0,0.0,336.9095112741036,738.8277534082291,757.0732334005542,3066.0357810429705,2176.9435786434783,5528.107493479878,1406.5772620163505,0.0,0,Baixo
23425.55407472084,43,1,2226.8804201671514,736.0448384552453,599.8252654616977,1032.461326802843,7027.666222416251,3200.36140154254,1480.8650423655272,1480.8650423655272,0.25,0,Baixo
39103.34944138731,62,4,0.0,1609.319663810138,924.512598875508,1800.874796484827,7820.669888277463,5043.776820492157,11002.0453801953,2217.686163230638,0.0,0,Baixo
65472.71450185657,28,3,0.0,1770.7023265102446,3042.792288948333,2326.276459229636,13094.542900371314,7322.750029939149,21235.163110446272,8984.295399201368,0.01,0,Baixo
20447.446136426697,42,3,0.0,905.6748479443844,857.3724401279737,951.679220758866,4089.489227285339,2541.016218216134,5942.532285603023,1083.4198650322753,0.0,0,Baixo
25859.29731544101,36,3,0.0,700.5994065598949,736.9516886218862,1201.7766981069844,5171.859463088203,3591.496786591032,8534.98636808345,2417.365584341524,0.0,0,Baixo
12380.58354753963,37,2,1610.899784602879,261.6422422958801,305.9491040598534,601.6007643575977,1857.0875321309445,1310.7599930000868,3125.285285521377,1133.6235198800775,0.01,0,Baixo
11521.698485734503,50,3,1912.4599548563592,340.2846943384752,483.54504229870224,558.9452774587237,2304.339697146901,1220.5278933081793,1439.2671901242538,640.3742690070986,0.96,1,Alto
57467.41201508821,34,4,8786.605013747194,1853.024783479167,1270.234044229372,2054.3312029699687,11493.482403017642,6376.481644842487,11826.83528729694,5901.4380715171,0.32,0,Médio
88782.48632874028,47,0,0.0,2448.9757633505515,2167.956392131473,4132.203609838972,26634.745898622084,12812.864123983356,27322.295748454795,10652.289903450088,0.0,0,Baixo
28320.595167263356,35,1,0.0,1018.1883318492291,1358.7396889297977,1083.4152105755902,8496.178550179005,3552.6841604019137,6627.024552194842,2243.561455321876,0.03,0,Baixo
66955.19738552207,49,3,12898.36642554413,2279.5578054936746,2558.958261445905,2548.7712683677,13391.039477104416,9963.131503890929,5091.194873893423,5091.194873893423,1.0,1,Alto
40065.12285831808,57,3,3437.4671991572613,2000.655923165144,864.9995272283329,1895.9590439150384,12019.536857495425,5780.868589865065,4944.552748968352,4090.157421640725,0.09,0,Baixo
17905.38629608483,62,3,0.0,845.7836257515775,861.5701940757664,853.9780171822924,3581.0772592169665,1996.97070472584,5110.688678214157,1262.4359966046634,0.01,0,Baixo
40057.417648633935,21,1,6078.130006449661,1853.9647989180448,1286.1687165783094,1609.1985431227804,6008.61264729509,5980.366829602706,5593.297030312649,5259.733970207549,0.93,1,Alto
102680.95275488916,49,4,19761.32749214481,2304.442361804851,4855.340893145193,3410.523092955369,20536.190550977837,12785.3447230929,13805.022994297498,13805.022994297498,0.99,1,Alto
29152.379832530303,36,3,0.0,859.4263059284536,1197.8410841032685,931.379057067976,5830.475966506061,4183.8315915979,7753.056910893236,2310.953535879736,0.01,0,Baixo
104890.0130420075,20,0,6756.652739453181,3415.25908315747,3890.04647069084,5070.912024889761,31467.00391260225,12984.32307422075,20895.763087692787,18438.71012254673,0.77,1,Alto
3689.1692543756553,55,2,495.411170695372,150.5161270311319,170.2448759108655,174.1519550692732,1106.7507763126966,543.4453726947573,146.78979003732184,146.78979003732184,0.95,1,Alto
32163.58899710021,55,4,1904.557434077509,1491.3452032389307,725.951557995217,1217.4047145891805,6432.717799420043,4065.1385710296977,9011.302058185716,1805.3845988773835,0.02,0,Baixo
23617.58357370196,23,0,0.0,781.0120298810349,655.3070862423434,744.2494590834402,4723.516714740393,3188.20031547399,9551.837147951415,1807.123323740342,0.0,0,Baixo
32285.105792052884,57,1,3371.917633347851,655.1781453674404,780.1401594517688,1181.9992293476034,9685.531737615864,3594.5980576287734,4271.281994593199,2963.0769190019523,0.66,1,Alto
6117.431078472254,34,1,383.8683816400831,250.11816771446445,195.2397759452145,196.7885036917965,1223.4862156944507,873.2405105083529,1529.031639259848,478.4845659865931,0.02,0,Baixo
25165.1442251509,59,2,3469.4858667391763,1090.7222775008488,968.4531776311989,1198.3438121636725,5033.0288450301805,2860.2135439305457,3926.338087436816,1604.2451491685422,0.88,1,Alto
39920.3987001283,22,2,7102.199331567449,1878.379755878189,1142.63519966312,1930.5729589325183,7984.079740025661,5176.884617609932,6077.817424968358,2386.2545899894503,0.94,1,Alto
97857.52726506832,36,4,0.0,2144.7054863758995,4002.812887698784,2988.6032049592072,19571.505453013662,14635.828548897098,30885.020524792897,10239.76949988758,0.0,0,Baixo
19817.813541371783,60,3,1710.106439916728,860.8232775500113,927.4462341908046,909.9187874600652,5945.344062411536,2034.251007153096,1551.5215501644452,1183.5643747981126,0.83,1,Alto
15711.650376310075,59,2,1266.9308485181837,444.4970426295977,591.367815650994,749.4427213793443,3142.330075262016,1706.8787053324,3808.490560473503,1555.4719397560375,0.0,0,Baixo
20081.354481258342,52,4,0.0,943.0306561257404,674.9063048823483,788.4478615244832,4016.270896251669,2697.7886956999087,5318.116323460994,1931.05899166211,0.03,0,Baixo
62397.117214574384,39,1,8081.24545446774,2269.8722690477302,1919.549796486854,2241.640962989233,9359.567582186157,8226.475617222864,14494.478138628265,8341.536405193823,0.86,1,Alto
39024.8362119663,41,3,4031.54858093613,1061.0988212657646,1038.2287743670283,1789.2439301343816,11707.45086358989,5315.634249545513,3360.137091862998,2001.7723922852724,0.9,1,Alto
19636.48309970429,27,0,0.0,958.8480455888892,512.7852919462925,728.3598872981526,3927.2966199408575,1982.786436607695,8053.741086331916,1411.95450125617,0.0,0,Baixo
32422.72030880969,45,4,0.0,1548.1468977346235,1095.6181700970726,1376.8612278637452,6484.544061761939,4768.254915078778,9519.63445462503,2150.4214286471647,0.01,0,Baixo
65112.293659931616,58,0,4564.02482712464,2278.2969793575644,3059.930630699504,2382.888189155927,19533.688097979484,7816.55421720218,13449.982334457934,8192.987255597916,0.06,0,Baixo
17108.149117324385,54,1,3202.1312278454925,383.3001522346807,693.6755074162606,679.2601286900657,5132.444735197315,2130.1158511990134,579.4702421809343,579.4702421809343,0.99,1,Alto
23082.33633917581,34,2,3961.182748499846,938.6188159362632,604.7578171719083,1060.6133655734195,4616.467267835163,3116.627005861665,3027.147739675529,1225.868367186308,0.99,1,Alto
21922.441959930464,23,4,0.0,1020.5018192765888,600.2347712355065,686.2522745465843,4384.488391986093,3157.3377096268114,6266.493490418661,1731.7467336998172,0.01,0,Baixo
9303.451154063603,60,0,486.2624039099466,399.3784410661038,233.4399666943251,440.6826251826889,1860.6902308127208,1280.8469744772008,3032.9559137783326,695.4327305904817,0.0,0,Baixo
38019.2877496309,22,2,3488.950829085796,1505.180554985859,904.1898328334617,1354.768411361116,7603.857549926181,5630.321250879587,6362.371687914096,2070.68331836831,0.05,0,Baixo
36967.59061264974,56,0,6914.392698537553,1371.889595898123,1723.9555074724542,1839.215654063952,7393.518122529949,5063.195550489848,5675.691792852373,2932.399838211116,0.84,1,Alto
30122.97431746392,24,3,0.0,1467.8804033202266,1172.2224091256276,954.7962586566308,6024.5948634927845,3443.917447082708,10386.11542494527,1798.6844529251264,0.0,0,Baixo
9668.766946264592,21,4,1198.467650301169,380.8227238928839,283.7402945431869,320.56529376236426,1933.7533892529184,1212.54899132109,2281.7275156568785,743.3655373758971,0.01,0,Baixo
21427.628129525627,38,0,0.0,600.2407674631168,652.7355252052145,717.2990869036083,4285.525625905126,3126.6675595244096,8278.10572661629,2088.121511243889,0.0,0,Baixo
22806.04810259303,59,3,0.0,751.9834489711137,882.1321337155503,833.377864298085,4561.209620518606,2355.5234436511587,7081.179366819284,2127.811686280781,0.0,0,Baixo
15789.980073305902,49,1,0.0,407.7727205382216,618.7315032275027,746.3288233475101,4736.994021991771,2090.019720325084,3438.4910682267077,1227.4922529029286,0.0,0,Baixo
26368.46562613627,35,1,0.0,692.1512581744536,657.0529496642707,1309.686986018973,7910.53968784088,2654.593954394323,6473.069250055789,1712.09392867596,0.0,0,Baixo
41447.93524174928,50,3,0.0,1092.164362413812,1572.328390491305,1565.7569240860212,12434.380572524782,4455.125668014708,9450.713708737769,5835.1067907423885,0.0,0,Baixo
135659.2331314692,31,3,17920.39263522058,2747.097597380895,3480.5910655124285,5110.136899612924,40697.76993944076,15621.219744071355,19147.2491221464,19147.2491221464,1.0,1,Alto
34496.56079364953,23,4,0.0,693.8019251629177,707.1475512059873,1450.966479116013,5174.484119047429,4724.9745029096575,13762.004386474931,2666.4874262307635,0.0,0,Baixo
36864.08217610173,28,4,2290.0886646030194,1623.569744510564,992.48053841815,1460.574141524013,5529.612326415259,4459.510796914004,12663.83461381194,2849.058281385203,0.0,0,Baixo
28265.46238871148,63,1,4804.322626436202,955.9517607828318,1234.4735637150266,990.5632321389236,5653.092477742296,3452.860177911718,4358.822112490743,2798.5226612509914,0.88,1,Alto
6463.561033057167,37,2,0.0,135.01239764593876,284.45489311468674,223.315622160934,1939.06830991715,741.826132497997,1626.7298287508538,497.95791867304655,0.02,0,Baixo
29370.3681873373,46,0,0.0,1318.916702759696,719.2758132745482,1422.4390473384608,4405.555228100595,4175.519186295006,12618.27671367886,1515.5180869603796,0.03,0,Baixo
31480.916901903365,52,2,1934.589629209223,1063.4241916315762,1149.120386188394,1041.0405953516274,6296.183380380673,4664.775549264168,7095.8311288244695,2155.7193107264434,0.08,0,Baixo
215248.04733458973,33,4,0.0,6799.328377382099,8137.373860696506,7191.376423092579,64574.41420037692,32106.58926426523,39994.93512677081,39994.93512677081,0.13,0,Baixo
25721.021373512307,24,2,3770.3208222297694,536.578978902259,852.2024202807,1164.2176620278954,5144.204274702462,3243.1804138519306,4282.545530118034,1513.258528238339,0.25,0,Baixo
38184.71312437806,57,4,2561.5916969534505,1166.490310314802,1648.6128712305865,1893.451618988041,7636.942624875613,3902.733182526656,8777.60526478936,3705.7859979279606,0.0,0,Baixo
29178.37830246606,53,2,0.0,597.4624690812565,1320.6459336712064,919.480588496334,8753.513490739817,3061.0434878682217,7785.6791991890095,2201.7252009942645,0.01,0,Baixo
11778.254019385218,61,1,0.0,286.26290122358216,437.3228814341444,544.337033991222,3533.476205815565,1691.6608365864806,2246.5593491380623,1059.7267718565663,0.02,0,Baixo
74847.71878704197,61,4,0.0,2628.2900754252782,1533.1311222190277,3031.706682225904,14969.543757408395,9718.605427533628,25420.95535905102,9127.505059611902,0.0,0,Baixo
54748.16257237731,48,1,0.0,1797.2734213717151,2646.387936081737,1720.6440720774615,16424.448771713192,5969.262450010767,11679.980667134558,7191.361057497296,0.01,0,Baixo
56487.70135339636,59,2,6499.078387987859,1247.1313817044584,1534.7850868880455,2733.464591818408,16946.310406018907,7164.957974141008,6079.527012035433,6079.527012035433,0.91,1,Alto
14493.313683886294,61,3,0.0,307.7472012090742,512.4766168704393,457.293386245228,4347.994105165888,1895.2291575268944,3343.842702592437,1271.9678673313842,0.0,0,Baixo
92151.3957416731,60,3,0.0,3629.7577273604143,2986.4571177140297,3907.2389597657534,13822.709361250963,13165.172068859996,25936.658541786004,12945.814390618814,0.02,0,Baixo
9773.909420660237,60,0,0.0,250.11984636959403,289.57330775741093,414.0978442875641,1954.781884132047,1300.0431634674935,4094.2008392344906,830.0371634734574,0.0,0,Baixo
47975.14463566101,64,3,4989.785861426962,2305.319373576937,1266.9421778426668,2070.526670246811,9595.028927132202,5957.812036767755,8240.344391762119,5757.0835797327645,0.93,1,Alto
173046.7661114086,23,0,0.0,6470.913640381662,7193.008799322923,7967.354821223066,34609.35322228172,22522.228090945293,64356.67773588677,40421.09280383315,0.04,0,Baixo
13582.311504922229,46,2,0.0,331.867327404052,318.5282336112652,610.0816485210341,2716.462300984446,1449.1431985512706,4636.805268891565,877.2403441992792,0.01,0,Baixo
19070.81580091953,44,0,0.0,803.5459520099802,876.5208710491979,614.9356373522534,3814.163160183906,2140.1177266954114,7557.475474982077,1429.6393131629536,0.01,0,Baixo
32489.549173553245,60,0,3646.06014827002,1407.386527218825,1330.9129431025726,1434.1778091830176,9746.864752065972,4108.925480433014,4700.295832390104,2394.716550199703,0.86,1,Alto
20053.76383079636,19,0,0.0,775.5572411186525,764.7047339172342,611.4954536201237,4010.752766159272,2219.771442837412,7522.772563632085,1058.2621266865913,0.0,0,Baixo
31691.476401904365,26,0,0.0,1539.5613283938922,1069.892731234424,1174.5714476947344,6338.295280380873,4038.60582043003,11780.309858476608,1768.6529043478429,0.0,0,Baixo
12824.461612984349,28,4,0.0,331.19362182522383,306.5755426478956,578.7637079425851,1923.669241947652,1374.1876839921133,5105.806449943846,675.0241382040617,0.0,0,Baixo
43819.16707748672,33,2,3113.677388365379,1924.6458510502337,1718.7689464560692,1676.387313732533,13145.750123246014,6403.704207825736,4140.202797355771,4140.202797355771,0.76,1,Alto
14377.40668557377,62,1,0.0,467.2482661436,432.1375924557971,432.7846458790045,2875.481337114754,1947.7581629767003,4392.487608443982,935.1766971727608,0.01,0,Baixo
103662.96398390444,30,4,0.0,3463.867245835135,4568.487788771327,4240.845710311107,31098.88919517133,10567.82001114206,23148.837025421293,23148.837025421293,0.06,0,Baixo
16032.12862349986,35,2,0.0,620.9476438032051,549.7213782386253,606.7832968942118,2404.819293524979,1894.52034299129,5994.891018639302,1234.4513694188752,0.0,0,Baixo
23185.988881142574,42,1,0.0,751.4267013149813,876.4892422442127,861.638643719771,4637.197776228515,2812.2834349602867,7170.694954064089,2262.3598086032034,0.0,0,Baixo
57513.00841713571,50,2,0.0,1235.681889908337,2551.4060203605945,2170.814603645735,8626.951262570356,7273.593232432491,21425.969454203838,7209.445593488002,0.0,0,Baixo
11206.634046378304,27,3,935.2952686740624,256.22824164458564,331.72993945624546,500.376894536047,2241.3268092756607,1297.7227376338312,2650.4257800250853,701.0363178303035,0.0,0,Baixo
35987.27232246053,47,2,2368.7240659848685,1518.3938725836913,930.2669444847004,1351.221887610807,10796.181696738158,4897.408748649739,6884.876961501755,3568.3256232952463,0.68,1,Alto
85362.90041943021,18,3,12629.014170536922,2204.793798822452,3397.4132607059414,3926.6562780575623,12804.435062914532,10867.247680651844,21806.39181966998,11411.351453021369,0.2,0,Baixo
8291.333345353552,50,3,480.4426580136742,253.08091839715183,382.9941797907695,274.12416026374217,1658.2666690707106,848.6518071616952,2475.7371546577288,505.0676776657733,0.0,0,Baixo
34775.19928491558,32,2,0.0,835.5377434951714,1581.096783492116,1135.9422205328246,6955.039856983116,3614.375931182097,11417.992760688128,2025.7339342227936,0.0,0,Baixo
36932.93192247234,46,3,0.0,1265.105859345601,1809.974943195388,1145.1084228185407,7386.586384494469,4300.755730919783,10825.062960604797,2178.2516940956484,0.03,0,Baixo
56073.07097903448,19,1,0.0,1370.5952229382938,1855.8782317464515,2155.096890895836,16821.921293710344,7433.280524343876,9599.316402917786,6447.786966577504,0.05,0,Baixo
11152.200279914256,28,3,0.0,541.3401769518239,478.6556274902079,483.3337418374907,2230.4400559828514,1476.657842510882,3285.9794507530714,942.32554251861,0.04,0,Baixo
10431.521036256545,51,0,0.0,515.2515562305017,509.9825006838152,495.0370473214219,2086.3042072513085,1140.5497838159652,3908.485737521836,522.699628905802,0.07,0,Baixo
45547.2675579439,58,1,6775.578511811689,1100.4221447598902,1788.0209992233597,2267.236337656733,6832.090133691585,6587.713737684075,10070.05916830316,6086.688545611309,0.91,1,Alto
38045.58782338735,36,1,0.0,1479.3503599364203,1326.2093129455168,1758.7689715893737,11413.676347016206,4782.513112131039,6263.309890089411,3195.65154037032,0.01,0,Baixo
36656.53284383594,19,1,0.0,1682.4552750335604,1551.3123005592188,1734.253184600186,7331.306568767189,4729.49767255421,10910.78809298698,3551.379238879804,0.01,0,Baixo
39581.266939873545,37,0,7755.888213254137,1341.547355824432,1009.6690808622852,1809.2588674524893,5937.190040981031,5520.304621389952,9450.343660391114,2882.8492849297068,0.1,0,Baixo
17412.313082925248,58,0,0.0,355.8521368687433,608.4854735646542,791.7360934556461,5223.693924877574,1841.348270142515,5151.707184474553,1500.9450641966928,0.0,0,Baixo
36125.54884979018,48,0,0.0,789.8327039476296,1356.6278901285248,1168.0099468858466,10837.664654937054,4558.982523454058,11607.647051765714,2771.899497582171,0.01,0,Baixo
37926.70040801586,21,0,6955.020539321886,1501.6908063036087,1535.8080637386884,1463.238654754644,11378.010122404758,5111.407950265047,2672.76748831397,2672.76748831397,0.95,1,Alto
16940.653185403247,46,0,0.0,673.0333529714175,416.56811416875246,622.860246574016,3388.1306370806496,1867.1714880734164,7361.121573345232,1312.3667531858275,0.0,0,Baixo
133462.0263522427,47,4,0.0,5264.5520663942,3892.275795925314,5425.462280113523,26692.405270448544,14502.333264150297,41901.06896741103,22392.50532967747,0.01,0,Baixo
43827.59835540575,30,4,0.0,1579.053075635879,1272.3072387734944,1791.422081121806,6574.139753310862,6434.360581949247,14469.525174020137,4949.297462414094,0.0,0,Baixo
11566.9811178916,32,0,0.0,557.3478465321472,392.3079184804415,539.0534631006478,2313.39622357832,1607.5013705825877,3951.895114540346,1083.0789297258234,0.0,0,Baixo
50726.08465703511,37,1,0.0,2049.090570126461,1735.1178824965689,1641.8337510740057,10145.216931407023,5140.138217256072,17911.39249935148,5144.012538770405,0.01,0,Baixo
13755.682967887136,51,3,0.0,276.8293167680629,505.5435751649605,629.9338624688315,2063.3524451830704,1652.4755563727235,5351.175325060694,1074.9967925965536,0.0,0,Baixo
56309.60163009696,45,3,0.0,2112.101360723508,2558.355796928689,2704.738338922496,16892.88048902909,6147.831602627238,11182.237816192011,8189.445805591387,0.07,0,Baixo
75798.1468809097,37,4,7498.8699279646435,3108.56767342937,3288.139662195226,2558.4191044938625,15159.62937618194,8779.326685146556,16166.06990991169,9882.841556606583,0.17,0,Baixo
15559.19102909732,42,0,1279.144088880379,448.70847604030433,355.1711662744356,733.3763191541278,3111.8382058194643,1779.2692204934608,5448.56759699736,912.9988132302489,0.0,0,Baixo
